Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17493864086,"Feb 23, 2026, 12:53:02 PM",Post lift pre class run - in and out,Run,"",973,3.34,,,false,,,activities/17493864086.gpx,,,973.0,951.0,3343.0,5.54,3.515,53.2,37.4,636.6,674.0,24.2,0.4,,,,,,,,,297.0,,,,,,,,,,,,,,,,0.0,,1.0,3486.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.436,0.0,,,,2404.0,0.0,,,,3.666,,,,,,,,,,,,media/38C053F9-4D6F-4F73-9B19-BC727FC8B2B6.jpg|media/439AB1A4-7FC3-43F7-B5FD-99D2FD7DCA30.jpg
17488140236,"Feb 22, 2026, 7:59:47 PM",Post Vienna x Budapest 5k - unreal,Run,"",1524,4.99,,,false,,,activities/17488140236.gpx,,,1524.0,1524.0,4996.6,5.28,3.279,64.8,56.9,636.9,676.0,29.0,0.1,,,,,,,,,438.0,,,,,,,,,,,,,,,,0.0,,1.0,5139.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.279,0.0,,,,4086.0,0.0,,,,3.372,,,,,,,,,,,,media/79F61C29-E87A-4383-8348-D68CA9CF02F1.jpg|media/E5F2FBF0-9664-48C5-864D-046BF8EAB018.jpg|media/50C0350E-A7CC-4DC3-81FF-D8837EC5636F.jpg|media/FDA02909-7A53-4BE1-BB00-9CCFFA491489.jpg|media/37B5F6ED-B4FE-4E14-98CC-C8D2A2F95A1F.jpg|media/326E7004-8E2A-4FC2-A22A-B68B9CC27A51.jpg|media/2DE2AFFA-326B-4497-BD0E-FFA153BA38E6.jpg|media/08110566-738A-484F-8620-C0CEB353420F.jpg|media/42878005-BC8C-43CF-BE9F-2F5931D3CF7D.jpg
17449255610,"Feb 19, 2026, 11:38:47 AM",Post lift recovery run - get in get out,Run,"",1010,3.26,,,false,,,activities/17449255610.gpx,,,1010.0,991.0,3268.3,5.4,3.298,47.6,47.4,638.9,672.3,26.0,0.0,,,,,,,,,287.0,,,,,,,,,,,,,,,,0.0,,1.0,3365.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.236,0.0,,,,2656.0,0.0,,,,3.396,,,,,,,,,,,,media/E695C451-DE1C-45A4-B9F3-C3FD7D2106C2.jpg|media/FB2ECFE5-C9ED-4A77-B237-C6DF005D0FBD.jpg|media/A08EC05C-34BA-4A36-864A-C92F626AD660.jpg
17441993676,"Feb 18, 2026, 5:55:40 PM",Weathers shit again - started to pour on me. Movement tho,Run,"",1153,3.60,,,false,,,activities/17441993676.gpx,,,1153.0,1129.0,3607.4,7.1,3.195,44.4,44.6,632.4,660.9,19.1,0.0,,,,,,,,,321.0,,,,,,,,,,,,,,,,0.0,,1.0,3764.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.129,164.0,,,,3004.0,0.0,,,,3.334,,,,,,,,,,,,media/31A0E624-4AF0-423A-8CB1-2C4DE483F483.jpg|media/15EA48DD-8E9A-4173-9555-239822AD77C0.jpg|media/A5E85A62-7C3E-46CB-AFA9-48D3B08EFE26.jpg
17430542321,"Feb 17, 2026, 5:44:40 PM",First nice day of the semester - getting a bit better - need to do a slow long one soon,Run,"",1864,5.66,,,false,,,activities/17430542321.gpx,,,1864.0,1635.0,5659.6,5.6,3.462,85.3,87.0,585.6,661.4,25.3,0.0,,,,,,,,,502.0,,,,,,,,,,,,,,,,0.0,,1.0,5883.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.036,134.1,,,,4106.0,0.0,,,,3.598,,,,,,,,,,,,media/C82F1260-DA80-4080-BF83-0E8F7D8E6E91.jpg|media/519746CC-CF97-4C54-8936-67468ABCD06D.mp4|media/14D63D89-EEC1-4E02-A829-49E45ED0F946.jpg
17376568212,"Feb 12, 2026, 6:40:55 PM",Post legs - 20 minute run only abt keeping stamina,Run,"",1219,4.25,,,false,,,activities/17376568212.gpx,,,1219.0,1200.0,4249.7,6.46,3.541,54.4,57.3,634.0,676.0,25.6,0.0,,,,,,,,,373.0,,,,,,,,,,,,,,,,0.0,,1.0,4370.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.486,0.0,,,,3308.0,0.0,,,,3.642,,,,,,,,,,,,media/43E2F2A1-99E4-4ABA-8C86-10CC701054A3.jpg|media/2D16EBC6-4E54-4EE0-B858-DC30A6E735A3.jpg
17365480311,"Feb 11, 2026, 6:03:39 PM","5 miler - locking back in, ode breath work, ode elevation change, ode wind",Run,Not bad - gonna start daily again,2575,8.05,,,false,,,activities/17365480311.gpx,,,2575.0,2501.0,8050.3,5.9,3.219,106.9,98.0,626.7,678.6,19.8,0.1,,,,,,,,,708.0,,,,,,,,,,,,,,,,0.0,,1.0,8303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.126,217.7,,,,6694.0,0.0,,,,3.32,,,,,,,,,,,,media/FB2F5749-097D-4C93-B17E-8EA24D3D799D.jpg|media/80F217B5-0F96-4D7F-BC9D-46774BA8E612.jpg
17274624283,"Feb 3, 2026, 5:43:14 PM",Palace night run - the stoplights here r fucking my times,Run,"",1994,6.47,,,false,,,activities/17274624283.gpx,,,1994.0,1857.0,6472.6,6.64,3.486,84.1,74.6,634.8,672.3,19.0,0.1,,,,,,,,,569.0,,,,,,,,,,,,,,,,0.0,,1.0,6670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.246,25.5,,,,4876.0,0.0,,,,3.592,,,,,,,,,,,,media/5CBA48CD-B36B-421C-8588-E8AD3F8AE5D7.jpg|media/AD13E7AC-97EE-4B8C-93DF-622F8BF1029C.jpg|media/AC9E7CEE-BB8E-4890-995F-850A7543EFAF.jpg|media/01DA86D0-6BD1-4C3B-9014-84348C4A1E6F.jpg
17219920570,"Jan 29, 2026, 6:59:28 PM",Quick mile - movement,Run,"",441,1.66,,,false,,,activities/17219920570.gpx,,,441.0,437.0,1662.7,11.0,3.805,25.0,17.1,660.9,678.0,9.7,0.5,,,,,,,,,146.0,,,,,,,,,,,,,,,,0.0,,1.0,1713.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.0,,,,1200.0,0.0,,,,3.921,,,0.0,0.0,,,,0.0,,,,media/C4ADDC3B-CAB1-43F8-8082-66C68A504FBE.jpg
17207875520,"Jan 28, 2026, 5:13:00 PM",Getting a lil better again,Run,Not very tired,1928,6.44,,,false,,,activities/17207875520.gpx,,,1928.0,1889.0,6441.4,22.096,3.41,88.7,88.4,631.4,676.0,41.3,0.0,,,,,,,,,571.0,,,,,,,,,,,,,,,,0.0,,1.0,6697.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.341,150.3,,,,4962.0,0.0,,,,3.546,,,,,,,,,,,,media/3803B56B-7694-47A4-8D15-1C5DF7FD73B6.jpg|media/422C3CC2-3BAD-4039-81F8-F8A40FCE1DAB.jpg|media/AB07B9E5-BFCC-48A8-B91F-3008663B77CA.jpg
17183115019,"Jan 26, 2026, 2:32:35 PM","First 5k+ in Spain. Really shit weather, people here r absolutely oblivious😂. Not bad first one back 🤷🏻‍♂️",Run,"",1782,5.50,,,false,,,activities/17183115019.gpx,,,1782.0,1601.0,5499.5,5.22,3.435,73.8,74.1,648.8,674.9,25.8,0.0,,,,,,,,,479.0,,,,,,,,,,,,,,,,0.0,,1.0,5615.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.086,0.0,,,,4180.0,0.0,,,,3.507,,,,,,,,,,,,media/1162F801-8057-4D1C-A75A-50623D2B5E95.jpg
17095988986,"Jan 18, 2026, 5:12:50 PM",Post Sevilla train run - feeling good. It's brick,Run,"",948,3.22,,,false,,,activities/17095988986.gpx,,,948.0,938.0,3227.6,5.14,3.441,48.0,51.5,655.7,680.9,8.1,-0.1,,,,,,,,,281.0,,,,,,,,,,,,,,,,0.0,,1.0,3291.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.405,0.0,,,,2520.0,0.0,,,,3.509,,,0.0,0.0,,,,,,,,media/ECE8C397-D837-45CE-B60D-B3ABFE690002.jpg
17059760650,"Jan 15, 2026, 3:35:11 PM","Forgot this shit existed, didn't clock the first 2 miles. First Spain run in the books. Ran to whatever this thing is 😂😂",Run,"",1769,3.21,,,false,,,activities/17059760650.gpx,,,1769.0,922.0,3217.8,5.74,3.49,36.5,47.5,639.2,682.1,28.9,-0.4,,,,,,,,,278.0,,,,,,,,,,,,,,,,0.0,,1.0,3257.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.819,51.0,,,,2426.0,0.0,,,,3.533,,,0.0,0.0,,,,,,,,media/02218BF9-352B-44CF-A651-42D132AD2081.jpg
16832885827,"Dec 24, 2025, 9:36:50 PM",First decent run in a while - felt good definitely coulda kept going. Too dark outside. Closed the app and fucked my time a lil,Run,Felt good for sure,1894,6.44,,,false,,,activities/16832885827.gpx,,,1894.0,1879.0,6439.3,5.24,3.427,67.2,67.9,58.3,95.5,17.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6551.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.0,,,,5042.0,0.0,,,,3.487,,,,,,,,,,,,media/63524DC5-446C-43D9-AC81-1B2720606063.jpg
16786626842,"Dec 19, 2025, 5:45:43 PM",First run back in a lil - midday movement,Run,"",460,1.61,,,false,,,activities/16786626842.gpx,,,460.0,460.0,1616.9,5.14,3.515,15.1,15.1,58.3,66.5,9.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1648.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.515,0.0,,,,1228.0,0.0,,,,3.584,,,,,,,,,,,,""
16750542478,"Dec 15, 2025, 5:21:21 PM",It's freezing - had to move slow,Run,"",1031,3.22,,,false,,,activities/16750542478.gpx,,,1031.0,1031.0,3224.5,7.1,3.128,22.6,22.6,58.3,73.2,9.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3263.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.128,0.0,,,,2698.0,0.0,,,,3.165,,,,,,,,,,,,media/3891AE66-6973-47A6-B602-E82D73E4D901.jpg
16704769913,"Dec 10, 2025, 3:59:23 PM",I feel worse now,Run,"",442,1.61,,,false,,,activities/16704769913.gpx,,,442.0,442.0,1614.7,5.06,3.653,0.0,0.0,1.3,1.6,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1615.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.653,0.0,,,,1150.0,0.0,,,,3.654,,,0.0,,,,,,,,,media/98F58636-6C24-4423-A8DC-0862D26C9D7B.jpg
16704688385,"Dec 10, 2025, 3:31:25 PM",First half - I feel like such shit,Run,"",1024,3.26,,,false,,,activities/16704688385.gpx,,,1024.0,942.0,3266.6,5.92,3.468,0.0,0.0,1.3,2.1,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3268.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,0.0,,,,2544.0,0.0,,,,3.469,,,,,,,,,,,,""
16642243984,"Dec 3, 2025, 8:30:16 PM",Needed to move,Run,"",862,3.22,,,false,,,activities/16642243984.gpx,,,862.0,862.0,3225.1,5.98,3.741,17.3,17.9,39.4,51.8,7.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3240.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.741,9.9,,,,2290.0,0.0,,,,3.759,,,,,,,,,,,,""
16633682712,"Dec 2, 2025, 11:19:05 PM",Get in and get out,Run,"",1216,4.16,,,false,,,activities/16633682712.gpx,,,1216.0,1182.0,4160.9,4.64,3.52,17.6,17.0,33.6,50.7,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4182.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.422,84.1,,,,3230.0,0.0,,,,3.539,,,,,,,,,,,,""
16614685541,"Nov 30, 2025, 11:17:16 PM",Feel like ass - needed to move,Run,"",554,1.96,,,false,,,activities/16614685541.gpx,,,554.0,550.0,1965.0,4.74,3.573,11.1,11.1,33.6,45.0,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1980.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.547,0.0,,,,1452.0,0.0,,,,3.6,,,,,,,,,,,,""
16594609735,"Nov 28, 2025, 9:34:02 PM",Just to get some blood flow,Run,"",433,1.61,,,false,,,activities/16594609735.gpx,,,433.0,428.0,1609.2,5.06,3.76,10.3,11.6,33.3,45.1,4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1622.0,1764363600.0,1.0,15.4,14.2,-5.7,0.23,1025.4,3.9,6.3,30.0,0.0,1764331481.0,1764369015.0,0.25,,,0.0,1.0,0.09,69360.0,1.0,,,,,,3.716,0.0,,,,1174.0,0.0,,,,3.79,,,0.0,,,,,,,,,""
16584789795,"Nov 27, 2025, 5:56:04 PM",Horrid 5k turkey trot #Chewbacca,Run,"",1690,4.99,,,false,,,activities/16584789795.gpx,,,1690.0,1495.0,4990.4,5.48,3.338,51.7,52.3,53.6,67.5,17.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5082.3,1764262800.0,3.0,6.3,0.6,-3.1,0.51,1012.3,5.1,8.9,269.0,0.0,1764244579.0,1764278900.0,0.125,,,0.0,1.0,0.77,37520.0,2.0,,,,,,2.953,0.0,,,,3904.0,0.0,,,,3.4,,,,,,,,,,,,media/2FC4C911-0A76-4C2D-A7AB-82CD4CF3F730.jpg
16565771419,"Nov 25, 2025, 8:10:44 PM",Recovery run,Run,"",486,1.62,,,false,,,activities/16565771419.gpx,,,486.0,473.0,1621.5,4.82,3.428,26.6,5.4,58.5,85.9,11.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1703.3,1764100800.0,3.0,12.2,8.7,7.3,0.72,1020.5,3.7,7.6,186.0,0.0,1764071655.0,1764106166.0,0.125,,,1.0,5.0,0.98,18121.0,0.0,,,,,,3.336,0.0,,,,1266.0,0.0,,,,3.601,,,0.0,,,,,,,,,""
16554038343,"Nov 24, 2025, 4:59:43 PM",Running here is so much harder,Run,"",1828,6.44,,,false,,,activities/16554038343.gpx,,,1828.0,1828.0,6446.0,5.18,3.526,55.6,56.9,58.5,95.6,9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6534.6,1764000000.0,1.0,9.3,8.5,-0.1,0.52,1022.4,3.8,5.1,330.0,0.0,1763985189.0,1764019796.0,0.125,,,0.0,1.0,0.09,39252.0,2.0,,,,,,3.526,0.0,,,,4962.0,0.0,,,,3.575,,,,,,,,,,,,""
16526742759,"Nov 21, 2025, 7:19:24 PM",1 mile just to move,Run,"",408,1.61,,,false,,,activities/16526742759.gpx,,,408.0,408.0,1610.7,6.2,3.948,13.8,6.1,37.5,51.4,7.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1640.8,1763751600.0,3.0,27.5,27.2,14.1,0.44,1017.9,2.5,3.9,248.0,0.0,1763726340.0,1763764296.0,0.125,,,0.0,1.0,0.82,51064.0,3.0,,,,,,3.948,0.0,,,,1130.0,0.0,,,,4.022,,,,,,,,,,,,""
16519418850,"Nov 20, 2025, 10:34:41 PM",It's getting easy,Run,"",1325,4.99,,,false,,,activities/16519418850.gpx,,,1325.0,1325.0,4996.6,6.16,3.771,20.6,21.3,33.6,54.3,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5012.1,1763676000.0,1.0,26.6,27.6,15.3,0.5,1018.1,1.2,2.2,261.0,0.0,1763639890.0,1763677915.0,0.0,,,0.0,1.0,0.02,48088.0,0.0,,,,,,3.771,0.0,,,,3622.0,0.0,,,,3.783,,,,,,,,,,,,""
16498921053,"Nov 18, 2025, 9:11:00 PM",Mid day movement,Run,"",428,1.65,,,false,,,activities/16498921053.gpx,,,428.0,428.0,1657.2,5.66,3.872,4.2,12.0,37.0,49.1,3.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1647.3,1763499600.0,1.0,26.3,28.5,10.1,0.36,1019.0,1.1,1.8,299.0,0.0,1763466993.0,1763505156.0,0.875,,,0.0,1.0,0.0,56840.0,1.0,,,,,,3.872,0.0,,,,1170.0,0.0,,,,3.849,,,,,,,,,,,,""
16448723192,"Nov 13, 2025, 7:02:46 PM",Mid day movement,Run,"",520,1.86,,,false,,,activities/16448723192.gpx,,,520.0,520.0,1864.8,6.18,3.586,14.2,11.1,33.5,48.0,4.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1886.9,1763060400.0,1.0,23.6,25.3,11.3,0.46,1020.6,2.5,4.5,314.0,0.0,1763034749.0,1763073289.0,0.875,,,0.0,5.0,0.04,45533.0,3.0,,,,,,3.586,73.9,,,,1386.0,0.0,,,,3.629,,,,,,,,,,,,""
16442161153,"Nov 13, 2025, 4:21:52 AM","Quick mile
To end the night",Run,"",456,1.63,,,false,,,activities/16442161153.gpx,,,456.0,456.0,1632.8,4.9,3.581,4.7,6.8,41.9,48.8,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1637.7,1763006400.0,1.0,7.8,6.3,4.6,0.8,1024.3,1.8,4.0,272.0,0.0,1762948300.0,1762986921.0,0.75,,,0.0,5.0,0.0,24014.0,0.0,,,,,,3.581,0.0,,,,1218.0,0.0,,,,3.591,,,,,,,,,,,,""
16417935111,"Nov 10, 2025, 8:24:18 PM",My shoulders killing me - good pace tho,Run,"",2707,9.65,,,false,,,activities/16417935111.gpx,,,2707.0,2671.0,9656.4,7.08,3.615,40.7,41.4,33.3,54.3,5.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9701.1,1762804800.0,1.0,16.0,13.9,-0.7,0.32,1019.5,5.7,10.8,296.0,0.0,1762775404.0,1762814188.0,0.625,,,0.0,5.0,0.01,59767.0,2.0,,,,,,3.567,138.2,,,,7210.0,0.0,,,,3.632,,,,,,,,,,,,media/1E8D94CC-F966-4973-87B2-0881BDB368C9.jpg
16384959655,"Nov 7, 2025, 3:34:53 PM",🫠,Run,"",1132,4.10,,,false,,,activities/16384959655.gpx,,,1132.0,1132.0,4104.0,4.66,3.625,12.8,12.7,41.3,54.3,2.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4112.9,1762527600.0,1.0,23.7,26.4,16.7,0.65,1016.3,1.7,3.9,117.0,0.0,1762516065.0,1762555100.0,0.625,,,0.0,5.0,0.05,35365.0,3.0,,,,,,3.625,91.2,,,,3102.0,0.0,,,,3.633,,,,,,,,,,,,""
16367533853,"Nov 5, 2025, 8:52:42 PM",Mile splits,Run,"",423,1.61,,,false,,,activities/16367533853.gpx,,,423.0,423.0,1613.1,5.38,3.813,11.0,10.9,33.8,45.2,5.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1624.0,1762372800.0,1.0,27.9,30.6,15.9,0.48,1021.3,0.6,1.9,87.0,0.0,1762343169.0,1762382383.0,0.375,,,0.0,5.0,0.1,41150.0,3.0,,,,,,3.813,0.0,,,,1110.0,0.0,,,,3.839,,,,,,,,,,,,""
16357470498,"Nov 4, 2025, 10:17:39 PM",Keep it going,Run,"",1665,4.50,,,false,,,activities/16357470498.gpx,,,1665.0,1188.0,4501.5,6.28,3.789,19.6,19.6,37.2,51.8,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4530.8,1762293600.0,1.0,23.1,23.2,14.4,0.58,1024.2,3.1,5.4,66.0,0.0,1762256723.0,1762296026.0,0.375,,,0.0,5.0,0.06,35215.0,0.0,,,,,,2.704,0.0,,,,3246.0,0.0,,,,3.814,,,,,,,,,,,,""
16334226540,"Nov 2, 2025, 4:30:00 PM",Fuck Cancer 🩷,Run,"",1246,5.01,,,false,,,activities/16334226540.gpx,,,1246.0,1214.0,5011.7,11.4,4.128,14.5,15.3,39.1,49.3,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5029.0,1762099200.0,1.0,21.8,24.2,11.8,0.53,1020.6,1.4,2.8,72.0,0.0,1762083824.0,1762123308.0,0.375,,,0.0,5.0,0.04,39062.0,5.0,,,,,,4.022,211.6,,,,3468.0,0.0,,,,4.143,,,0.0,,,,,,,,,""
16327263571,"Nov 2, 2025, 2:47:58 AM",Shenanigans,Run,"",946,3.23,,,false,,,activities/16327263571.gpx,,,946.0,943.0,3236.4,5.08,3.432,18.9,18.1,33.3,49.4,7.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3254.6,1762048800.0,1.0,13.7,11.8,9.9,0.78,1019.9,2.3,3.9,59.0,0.0,1761997385.0,1762036958.0,0.375,,,0.0,5.0,0.07,24398.0,0.0,,,,,,3.421,0.0,,,,2476.0,0.0,,,,3.451,,,,,,,,,,,,""
16305340541,"Oct 30, 2025, 6:46:09 PM",Run w Ty - this app sucks and fucked up my time.,Run,"",2142,6.75,,,false,,,activities/16305340541.gpx,,,2142.0,2027.0,6753.4,4.9,3.332,30.6,30.6,33.3,54.3,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6789.9,1761847200.0,1.0,20.1,18.1,10.8,0.55,1010.5,6.4,12.4,281.0,0.0,1761824494.0,1761864255.0,0.25,,,0.0,5.0,0.24,31297.0,5.0,,,,,,3.153,87.9,,,,5516.0,0.0,,,,3.35,,,,,,,,,,,,""
16286685288,"Oct 28, 2025, 10:06:34 PM",ΑΕΠ Breast Cancer Route - 5k,Run,"",1499,5.13,,,false,,,activities/16286685288.gpx,,,1499.0,1499.0,5132.6,4.46,3.424,14.0,14.9,39.6,49.3,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5146.8,1761688800.0,3.0,19.8,18.7,15.2,0.75,1012.3,3.2,5.7,11.0,0.0,1761651607.0,1761691556.0,0.125,,,0.0,5.0,0.88,21621.0,0.0,,,,,,3.424,165.2,,,,4030.0,0.0,,,,3.433,,,,,,,,,,,,""
16275345115,"Oct 27, 2025, 8:49:14 PM",Light,Run,"",1472,4.99,,,false,,,activities/16275345115.gpx,,,1472.0,1472.0,4995.4,4.92,3.394,20.2,19.6,33.6,53.3,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5018.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.394,35.2,,,,3996.0,0.0,,,,3.409,,,,,,,,,,,,""
16244238178,"Oct 24, 2025, 6:19:37 PM",Fade I starting cramping and I feel like shit,Run,"",917,3.24,,,false,,,activities/16244238178.gpx,,,917.0,917.0,3247.9,4.96,3.542,20.4,15.3,33.8,54.3,5.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3271.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.542,0.0,,,,2390.0,0.0,,,,3.567,,,,,,,,,,,,""
16225931723,"Oct 22, 2025, 8:03:48 PM",Gotta get in one way or another,Run,"",1557,4.99,,,false,,,activities/16225931723.gpx,,,1557.0,1524.0,4993.7,6.64,3.277,26.4,33.0,22.6,51.8,5.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5011.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.207,0.0,,,,4042.0,0.0,,,,3.289,,,,,,,,,,,,""
16206788362,"Oct 21, 2025, 1:42:05 AM","Way to many steps today, should not have ran",Run,"",506,1.64,,,false,,,activities/16206788362.gpx,,,506.0,505.0,1644.2,5.747,3.256,7.7,5.7,44.0,51.8,4.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1655.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.249,0.0,,,,1358.0,0.0,,,,3.278,,,,,,,,,,,,""
16195137056,"Oct 19, 2025, 7:19:36 PM",I hate strava auto pause,Run,"",1625,5.02,,,false,,,activities/16195137056.gpx,,,1625.0,1577.0,5023.5,4.9,3.185,17.8,18.5,39.1,54.3,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5035.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.091,5.6,,,,3980.0,0.0,,,,3.193,,,,,,,,,,,,media/77E92B69-8320-4FC6-A81F-5442A7E95B1C.jpg
16172331542,"Oct 17, 2025, 4:59:10 PM",Whoops,Run,"",2897,9.66,,,false,,,activities/16172331542.gpx,,,2897.0,2864.0,9663.3,6.16,3.374,24.0,24.0,30.6,44.1,3.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9683.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.336,18.7,,,,7292.0,0.0,,,,3.381,,,,,,,,,,,,media/84F71C95-671A-4E1B-BCE9-943417DBAE63.jpg
16161329813,"Oct 16, 2025, 4:18:42 PM",Need,Run,"",411,1.62,,,false,,,activities/16161329813.gpx,,,411.0,411.0,1622.0,5.36,3.946,10.2,10.8,39.4,47.2,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1625.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.946,0.0,,,,1142.0,0.0,,,,3.955,,,,,,,,,,,,""
16153380337,"Oct 15, 2025, 8:52:47 PM",Moved,Run,"",856,3.22,,,false,,,activities/16153380337.gpx,,,856.0,850.0,3223.6,6.86,3.792,13.2,15.3,41.3,51.8,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3234.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.766,6.9,,,,2302.0,0.0,,,,3.805,,,,,,,,,,,,""
16141798470,"Oct 14, 2025, 7:39:48 PM",It's hot as fuck,Run,"",1157,4.02,,,false,,,activities/16141798470.gpx,,,1157.0,1157.0,4028.5,5.14,3.482,7.7,9.7,34.3,44.1,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4032.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.482,13.2,,,,3082.0,0.0,,,,3.485,,,,,,,,,,,,media/1850C370-D1A2-498A-A2E7-30120E9C5857.jpg
